"Title","Author","Download_link","Download_nb","Created","Updated","Size","Game_Version","Flavor","Tags"
"Keepers of the Stones II","MagicalAlexey","/minecraft/mc-mods/keepers-of-the-stones-ii/download/5082286","2.2K","Aug 24, 2023","Feb 5, 2024","7.58 MB","1.20.1","Forge","Mods, Magic, Adventure and RPG, Armor, Tools, and Weapons"
"PFW: Aesthetic Gems","frokii_","/minecraft/mc-mods/pfw-gems-remaster/download/5084844","2.8K","Aug 24, 2023","Feb 6, 2024","4.33 MB","1.20.1","Forge","Mods, World Gen, MCreator, Cosmetic, Ores and Resources, Armor, Tools, and Weapons"
"Better Loot","TriQue","/minecraft/mc-mods/better-loot/download/5050614","4.8K","Aug 24, 2023","Jan 21, 2024","85.65 KB","1.20.4","Quilt Fabric + 1","Mods, Ores and Resources, Adventure and RPG, Utility & QoL"
"Magic Tier Items","arizonaowl","/minecraft/mc-mods/magic-tier-items/download/4720666","32","Aug 24, 2023","Aug 24, 2023","80.45 KB","1.18.2","Forge","Mods, Server Utility"
"akicater's shelves","Akicater","/minecraft/mc-mods/akicaters-shelves/download/4724525","319","Aug 24, 2023","Aug 27, 2023","66.08 KB","1.20.1","Fabric","Mods, Cosmetic, Utility & QoL, Storage"
"q_MrDan_p Ore Gen","q_MrDan_p","/minecraft/mc-mods/q_mrdan_p-ore-gen/download/4722118","188","Aug 24, 2023","Aug 26, 2023","469.93 KB","1.19.2","Forge","Mods, Industrial Craft, Utility & QoL, Redstone, Automation, Miscellaneous"
"BreakCraft","niterex","/minecraft/mc-mods/breakcraft/download/4720591","14","Aug 24, 2023","Aug 24, 2023","83.52 KB","1.19.4","Forge","Mods, MCreator, Magic"
"Phobia","qfo20","/minecraft/mc-mods/phobia/download/4720517","86","Aug 24, 2023","Aug 24, 2023","4.71 MB","1.19.2","Forge","Mods, Mobs, Dimensions, Biomes, MCreator"
"Vampiric Ageing - A Vampirism Addon","thedoctorofdoctoring","/minecraft/mc-mods/vampiric-ageing-a-vampirism-addon/download/5087762","45.0K","Aug 24, 2023","Feb 7, 2024","162.63 KB","1.20.1","Forge","Mods, Magic"
"More Plates Updated","Project8gbDeRam","/minecraft/mc-mods/more-plates-updated/download/4763866","669","Aug 24, 2023","Sep 22, 2023","1.00 MB","1.20.1","NeoForge Forge + 1","Mods, Addons, Cosmetic"
"Buildcraft (CC Patch)","sa_shiro","/minecraft/mc-mods/buildcraft-cc-patch/download/4720327","205","Aug 24, 2023","Aug 24, 2023","4.93 MB","1.12.2","Forge","Mods, API and Library, Technology, Buildcraft, Redstone"
"DireColonies","uecasm","/minecraft/mc-mods/direcolonies/download/4720198","699","Aug 24, 2023","Aug 24, 2023","993.84 KB","1.20.1","NeoForge Forge + 1","Mods, Addons, Utility & QoL, Cosmetic, Adventure and RPG"
"Snowy Snow","Yu26","/minecraft/mc-mods/snowy-snow/download/4720119","122","Aug 24, 2023","Aug 24, 2023","312.96 KB","1.12.2","Forge","Mods, MCreator, Storage, Cosmetic, Armor, Tools, and Weapons"
"Imbuence","Raverbury","/minecraft/mc-mods/imbuence/download/4721382","193","Aug 24, 2023","Aug 25, 2023","60.04 KB","1.20.1","Forge","Mods, Magic, Adventure and RPG"
"Create: Interiors","sudolev","/minecraft/mc-mods/interiors/download/4875877","1.0M","Aug 24, 2023","Nov 17, 2023","404.48 KB","1.20.2","NeoForge Forge + 1","Mods, Player Transport, Cosmetic, Create, Utility & QoL, Addons"
"Slipper","justdoingitforfreeemote","/minecraft/mc-mods/slipper-mod/download/4720078","21","Aug 24, 2023","Aug 24, 2023","28.93 KB","1.19.4","NeoForge Forge + 1","Mods, Armor, Tools, and Weapons, MCreator"
"Dirty Work [FORGE]","jahamez25","/minecraft/mc-mods/dirty-work/download/4539962","183","May 13, 2023","May 16, 2023","140.36 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Utility & QoL"
"Decorated Pot Fix","Ross2750","/minecraft/mc-mods/decorated-pot-fix/download/4535609","308","May 13, 2023","May 13, 2023","54.58 KB","1.19.4","Forge","Mods, Miscellaneous"
"Iceopolis","benbenlaw","/minecraft/mc-mods/iceopolis/download/4535527","30.1K","May 13, 2023","May 13, 2023","36.57 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons"
"Tobi’s Tech & Magic","tobtoast","/minecraft/mc-mods/tobismod/download/4616332","2.0K","May 13, 2023","Jun 29, 2023","731.49 KB","1.20.1","Forge","Mods, Magic, Technology, MCreator"
"Engineers Delight","Tomtaru","/minecraft/mc-mods/engineers-delight/download/4784238","385.7K","May 13, 2023","Oct 6, 2023","120.18 KB","1.20.1","NeoForge Forge + 1","Mods, Processing, MCreator, Automation, Food, Addons"
"Flame Grow Strong","tibsalta","/minecraft/mc-mods/flame-grow-strong/download/4610084","1.1K","May 13, 2023","Jun 26, 2023","18.90 KB","1.19.2","Forge","Mods, Miscellaneous"
"Ugandan Adventure","Nargi","/minecraft/mc-mods/ugandan-adventure/download/4538471","194","May 13, 2023","May 15, 2023","1.61 MB","1.19.2","Forge","Mods, MCreator, Adventure and RPG"
"Illusioner's Tower","Fijandz","/minecraft/mc-mods/illusioners-tower/download/4535378","595","May 13, 2023","May 13, 2023","312.29 KB","1.19.2","Forge","Mods, Mobs, Structures"
"MoreWands","Delta_Pulsar","/minecraft/mc-mods/morewands/download/4544640","99","May 13, 2023","May 20, 2023","473.98 KB","1.19.4","Forge","Mods, Structures, MCreator, Ores and Resources, Magic, Dimensions"
"Paracaidas","Baconsita","/minecraft/mc-mods/paracaidas/download/4537295","480","May 13, 2023","May 14, 2023","7.87 MB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Cosmetic"
"Skylaria","Link_56","/minecraft/mc-mods/skylariaarcana/download/4535299","64","May 13, 2023","May 13, 2023","3.87 MB","1.19.2","Forge","Mods, Redstone, MCreator, Armor, Tools, and Weapons, Ores and Resources"
"OP Epic Swords","Bookseer_Extimerilion","/minecraft/mc-mods/op-epic-swords/download/4535197","789","May 13, 2023","May 13, 2023","76.65 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, MCreator, Adventure and RPG"
"Archaeology Banners","DarkhaxDev","/minecraft/mc-mods/archaeology-banners/download/5074732","73.2K","May 13, 2023","Feb 1, 2024","66.07 KB","1.20.4","NeoForge","Mods, Education, Cosmetic"
"Redstone Equipment","brostryker","/minecraft/mc-mods/redstone-equipment/download/4535081","630","May 13, 2023","May 13, 2023","62.75 KB","1.19.2","Forge","Mods, Redstone, Armor, Tools, and Weapons"
"Gaming Furniture Demo","IdeaMineCreator","/minecraft/mc-mods/gaming-furniture-demo-mod/download/4535076","4.0K","May 13, 2023","May 13, 2023","352.33 KB","1.19.2","Forge","Mods, Technology, MCreator"
"Ruthenium Armor & Tools","ToxicTigerSoT","/minecraft/mc-mods/ruthenium-armor-tools/download/4543004","399","May 13, 2023","May 19, 2023","59.12 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons"
"Fadeless","DerpDerpling","/minecraft/mc-mods/fadeless/download/4535395","470.8K","May 13, 2023","May 13, 2023","7.69 KB","1.20.4","Quilt Fabric + 1","Mods, Cosmetic, Utility & QoL"
"Custom DE Upgrade Recipes","TheZen","/minecraft/mc-mods/custom-de-upgrade-recipes/download/4534926","8.2K","May 13, 2023","May 13, 2023","10.06 KB","1.12.2","Forge","Mods, Technology, Addons, Utility & QoL"
"Dig's DnD Origins","distantdig","/minecraft/mc-mods/digs-dnd-origins/download/4627102","940.8K","May 13, 2023","Jul 6, 2023","402.93 KB","1.19.4","Fabric","Mods, Adventure and RPG, Cosmetic, Magic, Addons"
"Totem Fest","Sobrs","/minecraft/mc-mods/totem-fest/download/4535607","175","May 13, 2023","May 13, 2023","77.46 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Magic"
"Vagabond","brainpovver","/minecraft/mc-mods/vagabond/download/4545203","81","May 12, 2023","May 20, 2023","86.99 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG, Utility & QoL, MCreator"
"Nanites and Nanobots","park1423","/minecraft/mc-mods/nanites-and-nanobots/download/4534814","156","May 12, 2023","May 13, 2023","142.00 KB","1.18.2","Forge","Mods, Technology, Armor, Tools, and Weapons"
"Heart Totem","XoX","/minecraft/mc-mods/heart-totem/download/4545189","355","May 12, 2023","May 20, 2023","55.81 KB","1.19.2","Fabric","Mods, Technology, Armor, Tools, and Weapons, Food, Miscellaneous, Adventure and RPG"
"KommaGUI","crazycaviadev","/minecraft/mc-mods/kommagui/download/4534521","20","May 12, 2023","May 12, 2023","52.38 KB","1.19.2","Forge","Mods, Server Utility, Redstone, Utility & QoL"
"SuperOreBlock","Lupin","/minecraft/mc-mods/superoreblock/download/4936754","522.3K","May 12, 2023","Dec 7, 2023","74.20 KB","1.20.4","Fabric","Mods, Armor, Tools, and Weapons, Redstone, Ores and Resources, Storage"
"CrunchState","CiborgLuiz","/minecraft/mc-mods/ciborgluiz-mod/download/4541346","51","May 12, 2023","May 17, 2023","48.34 MB","1.19.2","Forge","Mods, MCreator, Adventure and RPG, World Gen"
"Bring Back Old Wool Armor","ConcinnityYT","/minecraft/mc-mods/alpha-wool-armor/download/4534350","315","May 12, 2023","May 12, 2023","12.56 KB","1.19.4","Forge","Mods, MCreator, Addons, Armor, Tools, and Weapons"
"Elemental Races","BlackDiamond","/minecraft/mc-mods/elemental-races/download/4563808","7.6K","May 12, 2023","Jun 2, 2023","335.24 KB","1.19.4","Forge","Mods, MCreator, Armor, Tools, and Weapons, World Gen"
"Absolute ULTRACRAFT","Absolutelyaya","/minecraft/mc-mods/absolute-ultracraft/download/4920081","13.2K","May 12, 2023","Dec 2, 2023","9.39 MB","1.20.1","Quilt Fabric + 1","Mods, Mobs, Armor, Tools, and Weapons"
"Pride Ores, Items, Weapons and Armor","AppleSodaArt","/minecraft/mc-mods/pride-ores-mod/download/4569751","1.5K","May 12, 2023","Jun 6, 2023","244.69 KB","1.19.2","Forge","Mods, Ores and Resources, Armor, Tools, and Weapons"
"Project Yummy","버니버스터","/minecraft/mc-mods/project-yummy/download/4917696","66","May 12, 2023","Dec 1, 2023","6.94 MB","1.20.1","Forge","Mods, Mobs, Ores and Resources, World Gen"
"!! Red Forest","konagiak","/minecraft/mc-mods/red-forest-mod/download/5098461","4.7K","May 12, 2023","Feb 11, 2024","61.42 MB","1.20.1","Forge","Mods, Addons, Dimensions, Mobs, Armor, Tools, and Weapons, World Gen"
"Kingdom of Shadows","Eikikiel","/minecraft/mc-mods/kingdom-of-shadows/download/4591210","539","May 12, 2023","Jun 16, 2023","30.81 MB","1.19.2","Forge","Mods, Technology, Dimensions, Biomes"
"Timely Rewards","Coolkc456","/minecraft/mc-mods/timely-rewards/download/4533785","371","May 12, 2023","May 12, 2023","40.57 KB","1.19.2","Forge","Mods, Utility & QoL, Server Utility"
"Fabric Seasons: Terraformers Compat","D4rkness_King","/minecraft/mc-mods/fabric-seasons-terraformers-compat/download/4533733","1.3M","May 12, 2023","May 12, 2023","60.14 KB","1.20.1","Fabric","Mods, Cosmetic, Addons, Utility & QoL"
"Gr33n's Technica","Gr33ntimer15","/minecraft/mc-mods/gr33ns-technica/download/4731655","224","May 12, 2023","Sep 1, 2023","406.32 KB","1.20.1","Forge","Mods, Redstone, Armor, Tools, and Weapons, MCreator, Processing, Technology"
"Generations-Core","Generations","/minecraft/mc-mods/generations-core/download/5079578","1.6K","May 12, 2023","Feb 4, 2024","202.51 MB","1.20.1","NeoForge Forge + 1","Mods, Armor, Tools, and Weapons, Adventure and RPG"
"Orbital Orbs","Eclipse_L_","/minecraft/mc-mods/orbital-orbs/download/4541951","62","May 12, 2023","May 18, 2023","120.53 KB","1.19.2","Fabric","Mods, Miscellaneous"
"Long COVID Difficulty [FABRIC]","LongCovidEurope","/minecraft/mc-mods/long-covid-mode-fabric/download/4828911","124","May 12, 2023","Oct 31, 2023","50.61 KB","1.20.2","Fabric","Mods, Education, Adventure and RPG"
"Goldenrod & Ironweed (GRIW)","OxyToxyNT","/minecraft/mc-mods/goldenrod-ironweed-griw/download/4573977","58","May 12, 2023","Jun 8, 2023","53.65 KB","1.19.2","Forge","Mods, MCreator, Miscellaneous"
"CurveBuilding","kous500","/minecraft/mc-mods/curvebuilding/download/4680982","894","May 12, 2023","Aug 3, 2023","388.31 KB","1.20.1","Fabric","Mods, Addons, Server Utility"
"Fin's Extra Shields","Finxd","/minecraft/mc-mods/fins-extra-shields/download/4546465","22.6K","May 11, 2023","May 21, 2023","70.52 KB","1.19.4","Forge","Mods, Armor, Tools, and Weapons"
"Rising","Raigeki_YT","/minecraft/mc-mods/rising/download/4668876","132","May 11, 2023","Jul 28, 2023","1.18 MB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Magic, Adventure and RPG"
"Particle Tweaks","AViewFromTheTop","/minecraft/mc-mods/particle-tweaks/download/4778402","2.9K","May 11, 2023","Oct 2, 2023","290.71 KB","1.20.2","Quilt Fabric + 1","Mods, Utility & QoL"
"Fabric Brand Spoof","PSJahn","/minecraft/mc-mods/fabric-brand-spoof/download/5047048","150","May 11, 2023","Jan 20, 2024","31.39 KB","1.20.4","Fabric","Mods, Miscellaneous"
"Mine One Piece","Raigeki_YT","/minecraft/mc-mods/mine-one-piece/download/4668872","2.9K","May 11, 2023","Jul 28, 2023","1.18 MB","1.18.2","Forge","Mods, Adventure and RPG, Magic, Armor, Tools, and Weapons"
"Cozy Bosses","brgoodyear","/minecraft/mc-mods/cozy-bosses/download/4567736","410","May 11, 2023","Jun 4, 2023","2.34 MB","1.19.2","Fabric","Mods, Adventure and RPG, Food, Armor, Tools, and Weapons, Addons, Mobs"
"How We Sleep","TheShadowModsUK","/minecraft/mc-mods/how-we-sleep/download/4775319","4.8K","May 11, 2023","Sep 30, 2023","1.03 MB","1.20.1","Forge","Mods, Cosmetic"
"Mimicstone","dragonfirry","/minecraft/mc-mods/mimicstone/download/4716263","177","May 11, 2023","Aug 22, 2023","29.13 KB","1.20.1","Forge","Mods, Ores and Resources, Magic"
"Custom Machinery Create","frinn38","/minecraft/mc-mods/custom-machinery-create/download/4781321","5.6K","May 11, 2023","Oct 4, 2023","49.98 KB","1.19.2","Forge","Mods, KubeJS, Processing, Technology, Addons, CraftTweaker"
"Experimental Settings Disabler","Eruannie_9","/minecraft/mc-mods/experimental-settings-disabler/download/4831781","32.2K","Oct 22, 2023","Nov 1, 2023","7.58 KB","1.18.2","Forge","Mods, Miscellaneous, Utility & QoL"
"Quark - Extended Edition","evanbones","/minecraft/mc-mods/quark-extended-edition/download/4810614","2.1K","Oct 22, 2023","Oct 22, 2023","13.09 MB","1.18.2","Forge","Mods, Cosmetic, Ores and Resources, Utility & QoL"
"Tetra Extras","Vinnaxy","/minecraft/mc-mods/tetra-extras/download/5059798","421.0K","Oct 22, 2023","Jan 26, 2024","116.71 KB","1.20.1","Forge","Mods, Addons, Ores and Resources, Armor, Tools, and Weapons, Technology, Adventure and RPG"
"HighTide's Additions","xX_HighTide_Xx","/minecraft/mc-mods/hightides-additions/download/4946912","148","Oct 22, 2023","Dec 10, 2023","799.88 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Food, Technology, Redstone"
"Hardcore Survival","FrozenRain","/minecraft/mc-mods/hardcore-survival/download/4966258","1.9K","Oct 22, 2023","Dec 18, 2023","1.16 MB","1.19.4","Fabric","Mods, Adventure and RPG, Food, Armor, Tools, and Weapons, Technology"
"XBB's hot air balloon fantasy","XBB_FOREVER","/minecraft/mc-mods/xbbs-hot-air-balloon-fantasy/download/4810369","693","Oct 22, 2023","Oct 22, 2023","111.60 KB","1.20.1","Forge","Mods, Player Transport, Storage, Magic"
"Book Dupe (Forge)","pant4321","/minecraft/mc-mods/book-dupe-mod-forge/download/4810535","486","Oct 22, 2023","Oct 22, 2023","18.51 KB","1.16.5","Forge","Mods, Utility & QoL, Miscellaneous"
"Pet ownership","ahshqhir","/minecraft/mc-mods/pet-ownership/download/4814856","111","Oct 22, 2023","Oct 24, 2023","3.36 KB","1.20.2","Quilt Fabric + 1","Mods, Adventure and RPG"
"Anystone","Shnitzelator","/minecraft/mc-mods/anystone/download/4818724","117","Oct 22, 2023","Oct 27, 2023","127.35 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons"
"WILD WEST UPDATE","Estatal","/minecraft/mc-mods/wild-west-update/download/4849125","293","Oct 22, 2023","Nov 7, 2023","817.50 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG"
"(QQ) Fire Force","Clover","/minecraft/mc-mods/qq-fire-force/download/4860252","156","Oct 22, 2023","Nov 11, 2023","739.84 KB","1.19.4","Forge","Mods, Magic, Armor, Tools, and Weapons"
"Progressable Attributes And Abilities","Kingbacon007","/minecraft/mc-mods/progressable-attributes-and-abilities/download/4955915","258","Oct 22, 2023","Dec 14, 2023","2.16 MB","1.19.2","Forge","Mods, Adventure and RPG, Utility & QoL"
"Jujutsu Kaisen(Prison Realm Mod)","Trencolino","/minecraft/mc-mods/jujutsuprisonrealmmod/download/5093772","19.3K","Oct 22, 2023","Feb 9, 2024","3.83 MB","1.20.1","Forge","Mods, Dimensions, Magic, MCreator, Miscellaneous"
"Time Controller","Traipex","/minecraft/mc-mods/timecontroller/download/4811937","226","Oct 22, 2023","Oct 23, 2023","25.62 KB","1.20.1","Forge","Mods, Redstone, Miscellaneous"
"Create: Interactive","triode_","/minecraft/mc-mods/create-interactive/download/4982344","28.7K","Oct 22, 2023","Dec 25, 2023","481.55 KB","1.18.2","Forge","Mods, Addons, Create"
"Liminal Spaces Project","designio_graphics","/minecraft/mc-mods/liminal-spaces-project/download/4809914","786","Oct 22, 2023","Oct 22, 2023","22.92 MB","1.20.1","Forge","Mods, Adventure and RPG, MCreator"
"MythLib","TonimatasDEV","/minecraft/mc-mods/mythlib/download/4809886","315","Oct 22, 2023","Oct 22, 2023","131.32 KB","1.20.1","Quilt Fabric + 1","Mods, API and Library, API and Library"
"Resource Compression","xStopho","/minecraft/mc-mods/resource-compression/download/4809861","119","Oct 22, 2023","Oct 22, 2023","9.20 MB","1.20.2","Quilt Fabric + 1","Mods, Storage"
"Sounds","itsmineblock11","/minecraft/mc-mods/sound-overhaul/download/5047734","6.0K","Oct 21, 2023","Jan 20, 2024","5.87 MB","1.20.4","Fabric","Mods, Cosmetic, Utility & QoL, Adventure and RPG"
"Epic Knights: Addon","magistu_","/minecraft/mc-mods/epic-knights-addon/download/4971335","83.0K","Oct 21, 2023","Dec 20, 2023","985.76 KB","1.19.2","Forge","Mods, Adventure and RPG, Cosmetic, Addons, Armor, Tools, and Weapons"
"baguettesword","zebratoun","/minecraft/mc-mods/baguettesword/download/4809763","434","Oct 21, 2023","Oct 21, 2023","97.25 KB","1.20.2","Forge","Mods, Food, Armor, Tools, and Weapons"
"ice king Crown mod","Nightmare_hugger256","/minecraft/mc-mods/magic-crown-mod/download/4809702","176","Oct 21, 2023","Oct 21, 2023","174.19 KB","1.16.5","Forge","Mods, Magic, MCreator, Armor, Tools, and Weapons"
"Power Level","DemonAlexu","/minecraft/mc-mods/power-level/download/4809699","220","Oct 21, 2023","Oct 21, 2023","33.16 KB","1.20.1","Forge","Mods, MCreator, Utility & QoL"
"Escapist","Sikers","/minecraft/mc-mods/escapist/download/4810854","83","Oct 21, 2023","Oct 22, 2023","120.63 KB","1.16.5","Forge","Mods, MCreator"
"Mistcraft","Parnapple","/minecraft/mc-mods/mistcraft/download/5002927","117","Oct 21, 2023","Jan 2, 2024","577.88 KB","1.18.2","Forge","Mods, Magic, Adventure and RPG"
"WolfCraft Coins","0uts1de","/minecraft/mc-mods/wolfcraft-money/download/4809674","92","Oct 21, 2023","Oct 21, 2023","27.82 KB","1.20.1","NeoForge Forge + 1","Mods, Miscellaneous"
"Shindo","vfoxes101","/minecraft/mc-mods/shindo/download/4817239","345","Oct 21, 2023","Oct 26, 2023","2.64 MB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG, MCreator, Cosmetic"
"Frost's weapons","sick_Frost32","/minecraft/mc-mods/frosts-weapons/download/4824988","108","Oct 21, 2023","Oct 29, 2023","205.11 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons"
"Project Real-Life","mactoxa","/minecraft/mc-mods/project-real-life/download/5009107","923","Oct 21, 2023","Jan 5, 2024","163.39 MB","1.20.1","Forge","Mods, Technology, Adventure and RPG, MCreator, Food"
"Werlig's Darkcraft","werligmmo","/minecraft/mc-mods/werligs-darkcraft/download/5013102","8.7K","Oct 21, 2023","Jan 6, 2024","1.40 MB","1.19.2","Forge","Mods, Mobs, Armor, Tools, and Weapons, Magic, Adventure and RPG"
"Diamethyst Golem","mc_goodch","/minecraft/mc-mods/diamethyst-golem/download/4981035","936","Oct 21, 2023","Dec 24, 2023","209.58 KB","1.20.1","NeoForge Forge + 1","Mods, Mobs, Addons, Adventure and RPG"
"Alchemical Utilities","Avamaco","/minecraft/mc-mods/alchemical-utilities/download/4820938","85","Oct 21, 2023","Oct 28, 2023","223.47 KB","1.18.2","Forge","Mods, Armor, Tools, and Weapons, Magic"
"Apollo the Parrot","tahoe","/minecraft/mc-mods/apollo-the-parrot/download/4815210","301","Oct 21, 2023","Oct 24, 2023","2.95 MB","1.20.2","Fabric","Mods, Cosmetic, Adventure and RPG, Mobs"
"World War Two Warships and guns : Flan's Mod Content Pack","MaschinenpistoleVierzig","/minecraft/mc-mods/world-war-two-warships-and-guns-flans-mod-content/download/4809337","1.1K","Oct 21, 2023","Oct 21, 2023","36.49 MB","1.8.9","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
